id,dep_delayed_15min
0,0.03718076376252356
1,0.024809349962883864
2,0.08467656352414196
3,0.4117247269633857
4,0.26418521174582116
5,0.026552533375993587
6,0.1258804624174201
7,0.5050626429112648
8,0.20462287236292098
9,0.578618570666802
10,0.2661621486538204
11,0.5038786756881996
12,0.19223814827613828
13,0.19365649324080605
14,0.10107822774956216
15,0.28166030375099177
16,0.18706653561716313
17,0.5447155174796098
18,0.4275539295449811
19,0.02865549784141445
20,0.30689667234445495
21,0.07103591437946151
22,0.42403163220830975
23,0.24205980279931782
24,0.33775682982845767
25,0.3964000265977556
26,0.022611186109358434
27,0.008027684925957717
28,0.5709277061603413
29,0.16834540666914471
30,0.239235928392537
31,0.6165623810286462
32,0.011521704520080434
33,0.21093678244372738
34,0.5098772780201261
35,0.31073465424902097
36,0.33065958608578205
37,0.2989036736153204
38,0.24852213577313567
39,0.4114093351841524
40,0.17545778507339022
41,0.021426272536282195
42,0.2387766255558965
43,0.2557775232048201
44,0.13481641224914334
45,0.3232118013898444
46,0.023711602696976742
47,0.2196117899454799
48,0.7291554360887487
49,0.21357729237399167
50,0.5859910520544812
51,0.06437578914060414
52,0.23569819871820546
53,0.7103903271767864
54,0.21849596363942853
55,0.1697313554975774
56,0.3239011953659287
57,0.6266269661002485
58,0.12294435834257958
59,0.18757842820925133
60,0.23766887583711638
61,0.1589524694138046
62,0.03377933420353562
63,0.38042533006640017
64,0.49058152701654073
65,0.31326552657339596
66,0.0534395746633005
67,0.05651554539146834
68,0.15641284818620318
69,0.3704544535742905
70,0.012655052602150742
71,0.5476669517093973
72,0.4964531616926401
73,0.06307827926365375
74,0.7210228838004143
75,0.22752714168917598
76,0.1558618415398671
77,0.18072019063815958
78,0.19557429461194473
79,0.10152851410920942
80,0.13373399908179992
81,0.40034122237864256
82,0.055125221570344135
83,0.045591032280145785
84,0.08821860227313842
85,0.07450106047220019
86,0.18502539176664504
87,0.30209586537450317
88,0.39685370515485036
89,0.35863718058406974
90,0.1568552623215759
91,0.08430843281039634
92,0.25507098866727157
93,0.08007375931010118
94,0.23632287949603706
95,0.1784494554828205
96,0.18246664074565927
97,0.21488599552633636
98,0.2528786969598064
99,0.38723647466655536
100,0.29511239613254975
101,0.24080699186562185
102,0.11309631693354355
103,0.27217131135469447
104,0.029300708176983603
105,0.30452849510718033
106,0.3600240832302891
107,0.14119432501165877
108,0.24138319323606772
109,0.2722149035161672
110,0.22681778422688426
111,0.3555508885254946
112,0.86832347911581
113,0.058101762586716635
114,0.04748884208158339
115,0.21575264048702664
116,0.19521831258340105
117,0.7492412624139091
118,0.24445642936334236
119,0.17879124786851072
120,0.36436336620943377
121,0.32558113635905095
122,0.028428033367116478
123,0.06678549900886767
124,0.34399085825418046
125,0.10848979418973383
126,0.046165257559538965
127,0.07311357061255919
128,0.08366774882770155
129,0.8710218331494018
130,0.18149078717848477
131,0.32510325034042586
132,0.046837078031436136
133,0.39274637305150467
134,0.11702599923969693
135,0.24569439644785168
136,0.6796639945322014
137,0.1698153186635183
138,0.012467014706264675
139,0.21859854444233526
140,0.4662128143307033
141,0.604821268261787
142,0.586276640832149
143,0.07563737911623655
144,0.1453370673549124
145,0.22927828783834558
146,0.3738770084032935
147,0.2085457205263043
148,0.16488016562242166
149,0.4907295364992834
150,0.6697082266173834
151,0.16296614417771177
152,0.16420652125030105
153,0.016315882576418805
154,0.1883639501015229
155,0.1847761766622418
156,0.35822600234997626
157,0.08517533545397299
158,0.27526520639534546
159,0.00951803988291875
160,0.1292256548986865
161,0.7497168461251844
162,0.9061043531763769
163,0.20001695284639315
164,0.2828205612219868
165,0.1465980265864771
166,0.18473226572014026
167,0.055482967487327776
168,0.18216234876164097
169,0.4165412861373015
170,0.17423873963175796
171,0.0330459837578762
