id,dep_delayed_15min
0,0.0136095651724865
1,0.03145198048679209
2,0.05195050603731857
3,0.46597682966977394
4,0.34540674521261644
5,0.0417569429954289
6,0.11944611885730505
7,0.5459965684495144
8,0.19825989787598453
9,0.4167729708308236
10,0.29556089012287423
11,0.564285507109759
12,0.14282223861313692
13,0.17724526571473598
14,0.13799727041966148
15,0.19636298247299974
16,0.1672291482910272
17,0.5051633555703489
18,0.40901716740957567
19,0.021930774737502063
20,0.25451821189776846
21,0.047536871529005334
22,0.6238563825805059
23,0.24874185049809
24,0.4862634108853347
25,0.4420468922033812
26,0.009883050963679097
27,0.026606020357294414
28,0.5411056955103224
29,0.13995964861581206
30,0.13607780440572345
31,0.6092347202335049
32,0.019880499287163633
33,0.2590062666731213
34,0.4954507360590391
35,0.37299705214590434
36,0.30244265674265447
37,0.42368052134240813
38,0.12388172830854205
39,0.3847896960367905
40,0.1636793587162631
41,0.06836751964932632
42,0.10992827394809603
43,0.2766984091398359
44,0.1416123529661511
45,0.34343076461583755
46,0.003963075352599462
47,0.14255808104443404
48,0.7491569502246755
49,0.14097360300662026
50,0.4898946541468586
51,0.07229473810820176
52,0.24559556937485594
53,0.777229854714611
54,0.08573445806177227
55,0.14063009112421368
56,0.2330285067283947
57,0.4928433107444033
58,0.14733704924337332
59,0.21447325349799815
60,0.18545386039304695
61,0.09998346123947233
62,0.11936260510902251
63,0.1953875694736606
64,0.4605779029320307
65,0.46446966645879034
66,0.027976738607238455
67,0.11201242797649569
68,0.19202968262417622
69,0.43857085081972763
70,0.018219959106844243
71,0.3608021264243973
72,0.6092508577635944
73,0.1600997109302672
74,0.8838893537182416
75,0.2197047760437224
76,0.19039912187076052
77,0.14387422112854467
78,0.20136993711865073
79,0.12403681613469075
80,0.10595133992389155
81,0.3166804870594909
82,0.042821248591131233
83,0.0776970825178502
84,0.057105643311752656
85,0.044929684870514686
86,0.2894935556666728
87,0.29413625720080505
88,0.4651121985350019
89,0.37990420247873036
90,0.09110726689394466
91,0.175192824914132
92,0.33138048340387705
93,0.08434035567916807
94,0.20986603147829025
95,0.19778849262650286
96,0.42140777801692875
97,0.14039147730401216
98,0.27682687106113474
99,0.46239632581114753
100,0.2863861975662392
101,0.2928785281870145
102,0.13572161739754177
103,0.14073940253639727
104,0.003311214999144514
105,0.2989191166461364
106,0.44833180329777256
107,0.06576885520253865
108,0.11431975798020999
109,0.12634523005693335
110,0.18345818999867525
111,0.1306820896481392
112,0.9423698277175913
113,0.047589967989686836
114,0.01884160792209663
115,0.14176933264451932
116,0.16089853490450945
117,0.7220241675797906
118,0.2238368251775951
119,0.19293779605166345
120,0.4918007416391521
121,0.25689708081770546
122,0.0832311033334338
123,0.16993435019562977
124,0.4646413320187732
125,0.04991992344338386
126,0.046126447611889304
127,0.10710973550984149
128,0.10289567470356865
129,0.7462223065763643
130,0.33140596060826827
131,0.2654937746727705
132,0.08362042265136078
133,0.3417623066775417
134,0.1142714910823047
135,0.11404822539527727
136,0.5719006376043089
137,0.17269988542845158
138,0.01980712472339273
139,0.19283384898115094
140,0.49210238634498576
141,0.6248000344242588
142,0.5519104393148944
143,0.12933182437211738
144,0.09674567268255589
145,0.12712524653568244
146,0.4380977946949362
147,0.1747590500099725
148,0.08892669564606646
149,0.5229935787876039
150,0.7687686693290467
151,0.25080146002802095
152,0.21984845706709388
153,0.01726386576564344
154,0.20881886858068735
155,0.077371942479292
156,0.21866027961099072
157,0.11328833677799961
158,0.34956536055015547
159,0.020230739493238968
160,0.18069438959213144
161,0.7901421420384502
162,0.8178109506158834
163,0.06656100108991642
164,0.37197990195833347
165,0.07406024220528662
166,0.10669944207602332
167,0.0777726868966478
168,0.20165265774572355
169,0.4590474516704707
170,0.31096203831538405
171,0.08155359344405431
172,0.07408300405646683
173,0.5687587796921357
174,0.7254289668837731
175,0.682575835699139
176,0.25695876195622874
177,0.021757874635919758
178,0.4456973869715994
179,0.14793556156398988
180,0.025137165230951868
181,0.05620360034647764
182,0.2604701333499765
183,0.8807933542205687
184,0.3732338724458166
185,0.43376989658238657
186,0.16576546196017974
187,0.3720481454449946
188,0.5864296730616512
189,0.544088338099615
190,0.34801621193634363
191,0.5240612773179806
192,0.5332119160895789
193,0.39359045245248675
194,0.500526278085882
195,0.18869298035720936
196,0.13216623214918388
197,0.09618996451116822
198,0.6302807996137604
199,0.5930417422908306
200,0.4489570168484624
201,0.3861085191142429
202,0.19649438484836607
203,0.0466724654072797
204,0.0723053043953061
205,0.2132132189573129
206,0.7582851494377719
207,0.012885262967788403
208,0.11762335011408384
209,0.17440508334882934
210,0.04803809694634964
211,0.02410331258113081
212,0.2734610056035383
213,0.21162099059768114
214,0.17032663731671685
215,0.2797758173244847
216,0.033511998721847916
217,0.16088508033687018
218,0.08643939664259412
219,0.41142701583897195
220,0.43596164861978637
221,0.28444567660837966
222,0.42708458855177933
223,0.12554870600220397
224,0.6783285992335939
225,0.14731566104476382
226,0.4152985500908989
227,0.6682477877705357
228,0.44794323184677765
229,0.790308797621452
230,0.012946784379732264
231,0.3698473675054624
232,0.04408597635620762
233,0.23605790871266116
234,0.1835891982628577
235,0.22927542467790524
236,0.014750862978896788
237,0.11119866593219808
238,0.30377122014998886
239,0.32462974549521845
240,0.14063862204260907
241,0.5717884019208288
242,0.12570186203523345
243,0.04444081299874772
244,0.19177485019945528
245,0.1842836153860204
246,0.30967520877317567
247,0.6291962514083949
248,0.789582652533656
249,0.34074071353200636
250,0.24214194271447007
251,0.23632746025780393
252,0.20113055399552685
253,0.20936576009165173
254,0.487884336339407
255,0.13119438475294776
256,0.14671211782293286
257,0.059538880413186966
258,0.10571214362128656
259,0.013404209046539843
260,0.51876128688073
261,0.17699708723768498
262,0.46678711890907143
263,0.26641093034606844
264,0.19261650143109035
265,0.21215142446885107
266,0.3171274983577976
267,0.1665766361170235
268,0.0557157008949578
269,0.347440868088656
270,0.05813005592748206
271,0.11226744648021134
272,0.3808637725666103
273,0.03834647490743147
274,0.2812309613580347
275,0.11053678989832265
276,0.03939903471495849
277,0.3264773250088044
278,0.237260041118472
279,0.2566532512300896
280,0.21645881186374985
281,0.5578181037105121
282,0.22315669716168712
283,0.07764922703627888
284,0.23985780108048246
285,0.4851450245006434
286,0.05784478756719038
287,0.11353163015512542
288,0.21434903035665098
289,0.0521304302779951
290,0.20683691037390772
291,0.10400539421350467
292,0.6177458722503678
293,0.2459261960730632
294,0.2585962848915071
295,0.03714978532614885
296,0.08715022157248786
297,0.2310365129128121
298,0.10519439736782137
299,0.2067790631951349
300,0.43862546831983856
301,0.13175150439242259
302,0.06044489680572689
303,0.3106723941950839
304,0.29325689988527437
305,0.23124522705602987
306,0.38123471647015233
307,0.04624114280802389
308,0.3689380451141555
309,0.035413101392761985
310,0.438365976166255
311,0.3894683734173577
312,0.019152291361749424
313,0.29830062505255767
314,0.4850653148356248
